"","Labels","Text","Text_Tag"
"5241",3," presidential release tax mitt still ","candidates-biography,message-machine-2012,new-hampshire-2012,taxes,transparency"
"5242",1," says never health individual ","candidates-biography,government-regulation,health-care,public-health"
"5243",2," says united is the recovery economic since war ","economy"
"5244",0," in only were ","terrorism"
"5245",2," the rate nearly percent has since began released ","terrorism"
"5246",2," under walkers plan average taxpayer just a but got million tax millionaires at per ","corporations,income,state-budget,taxes,wealth"
"5247",2," you raise in we of highest states the ","message-machine,taxes"
"5248",5," just americans have wealth half all combined ","economy,poverty,state-budget"
"5249",0," says is billion give ","federal-budget,public-safety"
"5250",0," says has to a ","federal-budget"
"5251",3," did know union lost of members no ","elections,state-budget,unions"
"5252",0," says voted medicare benefits seniors to for ","health-care,medicare,message-machine"
"5253",0," tax billion wealth leave jersey and and to north and ","taxes"
"5254",2," wisconsins and not audit to felons a of ","elections,government-regulation"
"5255",1," says had sanctuary while bush governor ","immigration"
"5256",0," cover is to basic for a instead the a ","florida,health-care"
"5257",2," says had unemployment in country maggie time the ","jobs,taxes"
"5258",1," on of for ","elections,job-accomplishments,state-budget"
"5259",2," the was son said have a responsible ","civil-rights,homeland-security,legal-issues,military"
"5260",5," in the year pell were funded full paid percent the of at typical public today full covers 34 of costs ","education"
"5261",5," we 17 agencies and who all that these from highest of and are to our ","elections,foreign-policy,history,homeland-security"
"5262",2," were more in united now are created the time our ","economy,small-business"
"5263",1," in project will maybe jobs it at at million job ","economy,jobs"
"5264",5," obama his emergency will enough the cost gas a family the months ","energy"
"5265",2," says obama deported people any president this ","immigration,message-machine-2012"
"5266",2," the cost free alone to immigrants to billion 2011 ","immigration,taxes"
"5267",5," says than percent texas students in years only percent within years ","education"
"5268",0," in beer the capita is higher ","Alcohol,market-regulation"
"5269",2," the comes of colleges in ","education"
"5270",5," says romney university in that start business if have from ","economy,small-business"
"5271",2," in state indiana more billion tax ","job-accomplishments,state-budget,taxes"
"5272",0," says trump said more get weapons ","nuclear"
"5273",2," mayor made york whats as sanctuary illegal were to and the of not enforce law to law ","immigration"
"5274",2," scott couldnt his party back than in school program in voucher is 30000 two ","education,state-budget,state-finances"
"5275",3," rick wants take back the of companies coverage ","health-care"
"5276",0," says clinton the for chemical of ","foreign-policy,military"
"5277",5," newt with pelosi on ","climate-change,environment,message-machine-2012"
"5278",1," the bill a in were a under bill 70 people years ","immigration"
"5279",2," says judge issued that only the not at graduation they the the the god the to or for of he put superintendent ","legal-issues,religion"
"5280",0," says will change law employees from union the court ruled not to ","crime,labor,legal-issues,supreme-court,unions"
"5281",1," obama the to to to them ","foreign-policy"
"5282",4," and ted cuts services he his at governors ","candidates-biography,economy,job-accomplishments"
"5283",2," in island 5 of is or percent from of borders the ","energy,environment,public-health,states"
"5284",0," weve the leadership the county office 30 ","candidates-biography,legal-issues"
"5285",1," you that have carrying gas this that made im ","energy,pundits"
"5286",5," mitt says dont ","education,message-machine-2012"
"5287",0," roy voted a in state that have it to child ","children,voting-record"
"5288",1," many call ted ad john lie had it the ","campaign-finance,candidates-biography,elections,history,campaign-advertising"
"5289",2," says mitt and ryan massive in security future ","federal-budget,income,retirement,social-security"
"5290",3," we a tax the of ","taxes"
"5291",4," we no under ","homeland-security,terrorism"
"5292",0," the house international in with oil ","energy,environment,oil-spill"
"5293",3," says lawyers provided 80 of funding the party a ","campaign-finance,legal-issues"
"5294",4," says cruz his was lee ","candidates-biography,crime,history"
"5295",3," the does have power veto referendum marriage would a ","civil-rights,families,gays-and-lesbians,government-regulation,human-rights,legal-issues,marriage,sexuality"
"5296",4," our work been and almost ohio ","economy,government-efficiency,job-accomplishments"
"5297",0," roy is of team has up of in that will years off theyve it job ","stimulus"
"5298",5," my back year ","congress,federal-budget"
"5299",5," we 25 people in and than percent them licenses ","guns"
"5300",4," says barack recent york trip between million million ","government-efficiency,pundits"
"5301",5," says savings pay benefits employees billion 10 more per ","deficit,federal-budget,pensions,workers"
"5302",5," says the governor texas ","education"
"5303",5," on gov walkers limits help the of budget ","city-budget,labor,state-finances"
"5304",2," a get without but get abortion ","abortion,states"
"5305",0," webster for group that not outside home ","message-machine,religion,women"
"5306",5," says public students the advanced scores the ","education"
"5307",1," the 30 for housing areas not by ","housing"
"5308",2," she the fraud that saved taxpayers of of ","government-efficiency,job-accomplishments"
"5309",0," million privatization not for in ","Alcohol,transportation"
"5310",1," this the time was in that court granted status the ","abortion,children"
"5311",1," says candidates oregon violence ","gays-and-lesbians"
"5312",3," we have percent the in world we 25 of worlds on daily ","energy,environment,oil-spill"
"5313",5," the will our ","deficit,economy,federal-budget"
"5314",0," career is than years ","candidates-biography"
"5315",3," says a international not chemical ","corrections-and-updates,foreign-policy,history,human-rights,military"
"5316",1," in public scores a to increases state ","education"
"5317",1," on a pledge ","taxes"
"5318",1," says of is legally to united on visa a visa into population never heard again ","immigration"
"5319",2," on for immigrants ","immigration"
"5320",2," georgia of 10 states retirees ","income,pensions,retirement,taxes"
"5321",1," says has with drug in ","drugs,immigration,terrorism"
"5322",1," romneycare costs of in premiums household ","health-care,message-machine-2012"
"5323",5," jones to and that growth be says have to trees ad the you that all in have the years ","environment,jobs"
"5324",0," members congress a raise themselves two even they not raise security for and ","medicare,retirement,social-security"
"5325",1," says scott budget sell wisconsins parks ","state-budget"
"5326",2," says voted fix checks ","corrections-and-updates,guns"
"5327",3," says texas rate even more the as whole ","economy,states,stimulus,workers"
"5328",1," the of party florida is and supporter marco gets 30 those ","elections"
"5329",1," she you i for but it pass was on ","bankruptcy"
"5330",3," the had felonies and and ","history"
"5331",2," if at tax the of revenues a of revenue has by half the 30 ","corporations,deficit,federal-budget,taxes"
"5332",1," on power republicans ","states"
"5333",0," women paid cents the for the work men ","jobs,message-machine-2012,women"
"5334",5," says ranks the in capita spending ","state-budget,transportation"
"5335",1," says that made on sheriffs were by separate to have ","legal-issues"
"5336",1," the than by last was among members the house representatives ","campaign-finance"
"5337",2," some estimate percent all 50 some of ","health-care"
"5338",2," if house florida a water that by percent ","energy"
"5339",3," the are richest in world only put together the in world ","campaign-finance"
"5340",1," shows a ad police rick new care that company in ","health-care,legal-issues,message-machine"
"5341",0," mexican officials showing how our how get our ","immigration"
"5342",1," says rick failed border in to violence ","immigration"
"5343",5," social started for average was it 62 62 women ","health-care,history,pundits,social-security"
"5344",4," says said barack might to for fort shootings ","congress"
"5345",5," wisconsin the state ban and sector discrimination on ","civil-rights,legal-issues,sexuality,workers"
"5346",2," by year the is to through scholarship funds ","education"
"5347",0," hillary and obama to capital taxes to sales ","taxes"
"5348",3," under scott are higher premiums less ","florida,market-regulation"
"5349",2," says number democrats voted the health is to number voted gop to on and ","congress,health-care"
"5350",2," wants social ","message-machine,social-security"
"5351",0," for first in is held a ","pop-culture"
"5352",3," three four of 60 the are force ","military,terrorism"
"5353",3," is the in in entire states and more greenhouse than and ","environment"
"5354",0," from to we five shootings year now 15 thats ","crime,guns"
"5355",0," made off like of while took bailout ","candidates-biography,economy,financial-regulation"
"5356",0," residents have nearly for schools sheriffs and services ","county-government"
"5357",5," gingrich individual ","health-care,message-machine-2012"
"5358",3," 61 of party actually is the is but percent tea say is the is ","bipartisanship,cap-and-trade,climate-change,environment,market-regulation,science"
"5359",0," says wants take early education k12 and college to for tax for ","education,message-machine-2012"
"5360",3," says barack into very but he president the states got the and decided balance probably ","terrorism,transparency"
"5361",2," you be nfl with charges not ","crime,sports"
"5362",2," his in and the state barack has a of success ","job-accomplishments"
"5363",0," this president the annual day prayer at white under of to on 25 from am 7 a day prayer the religion held capitol the house ","islam,religion"
"5364",0," the foundation rhode as highest for and tax per in country the worst the for business were highest capita the for taxes ","economy,small-business,state-finances,taxes"
"5365",3," rhode has rate 60 ","crime,criminal-justice,economy"
"5366",1," says clinton director said stimulus actually the ","federal-budget,stimulus"
"5367",4," says carolina is immigrant ","candidates-biography,history,immigration"
"5368",2," kaine in support defense saying the was right to ","deficit,federal-budget,military"
"5369",2," been up the government womens and up human ","foreign-policy"
"5370",2," 25 of fatal accidents the marijuana ","drugs,health-care"
"5371",1," on for affordable act ","health-care"
"5372",3," is only who been expanded ","energy"
"5373",0," the unemployment for or workers increased 10 between 2009 march ","jobs"
"5374",2," today united is most country earth ","foreign-policy,polls"
"5375",0," says the budget of what called is 500 the corzine ","state-budget,state-finances"
"5376",2," i ","abc-news-week"
"5377",1," on kaine for contributions appointed radical to commission ","campaign-finance,ethics"
"5378",1," we the economic has had ","economy"
"5379",3," we at number in united in we people we around world large the japan or in year ","crime,criminal-justice,guns"
"5380",0," the in care has in the care ","health-care"
"5381",3," we in within cities in years ","crime"
"5382",2," the wage real right is it harry was office ","economy,history,workers"
"5383",2," there many our pay of lowest rates the ","taxes"
"5384",5," says the employer to system ","pensions"
"5385",3," while is the government still a on ","animals,corrections-and-updates,federal-budget,science,sexuality"
"5386",0," a of national have this in race democrats republicans dont whos to this ","florida"
"5387",1," says job in represents percent all jobs in country ","jobs"
"5388",1," president bill the of care average or for few if ","health-care"
"5389",0," the states more our in than china north combined ","china,crime"
"5390",4," as hillary are to the 2 up major games ","debates,sports"
"5391",0," of the shooting a in on on beliefs ","crime,pundits,religion"
"5392",5," a war something different new we that in it the depression and ","economy,foreign-policy,history,trade"
"5393",3," taxes under brown ","message-machine,taxes"
"5394",5," china how up ","china,foreign-policy,military,space"
"5395",0," a of problems is of policy to the that put place ","environment,natural-disasters,weather"
"5396",4," whitehouse for tax on middle ","economy,health-care,message-machine-2012,taxes,voting-record"
"5397",1," the for reform to taxes were to by ","taxes"
"5398",3," bernie the penalty hillary supports ","crime,criminal-justice"
"5399",5," palin of and wildlife ","environment"
"5400",0," women only percent what make the job ","income,jobs,labor,women,workers"
"5401",3," it been since clinton held press ","candidates-biography"
"5402",0," says was first official endorse obama ","elections"
"5403",1," billion was to the state revenue budget ","state-budget"
"5404",3," says under john government up percent the and it 37 ","economy,federal-budget,history"
"5405",5," president has using war terror ","homeland-security,terrorism"
"5406",1," we no of in united in commercial ","government-regulation,privacy,market-regulation"
"5407",5," still the type for years the revenue him the to the in years ","economy"
"5408",5," the people 21 months 9 higher and million have lost the bill ","jobs"
"5409",4," the that had politifact and that i was ","candidates-biography"
"5410",5," a couple contribute into but in benefits ","corrections-and-updates,deficit,health-care,medicare"
"5411",2," we cut across single in of by 10 and percent on ","crime"
"5412",4," theres in now your or plan it social to social ","retirement"
"5413",2," more half last us graduates unemployed ","education,jobs"
"5414",3," polls that majority americans the of favor for sex ","gays-and-lesbians,marriage"
"5415",2," people job charlie ","economy,jobs"
"5416",4," the trust the states ","corporations,federal-budget,retirement"
"5417",3," is to percent the budget the at state ","medicaid,state-budget"
"5418",2," says barack is for defense ","corrections-and-updates,federal-budget,message-machine-2012,military"
"5419",2," says tammy has not positive in for ","elections,campaign-advertising"
"5420",2," barack said would but hall ","elections"
"5421",0," i on public ","elections,health-care"
"5422",3," more half all licenses in this have to ","immigration,transportation"
"5423",5," we dont to to like you shops ","Alcohol"
"5424",0," says trump marco opposed efforts planned ","abortion,federal-budget"
"5425",5," ninety of job in has in sector ","economy,jobs"
"5426",3," 40 less per than national ","energy,environment"
"5427",5," rhode has worst in united of and have second behind ","state-budget,state-finances,transportation"
"5428",2," the of the richest in nfl million ","city-government"
"5429",5," a police to up suspects certain issued atlanta court ","criminal-justice"
"5430",2," on he put in ","foreign-policy"
"5431",1," to road have been in scott is company paying for ","jobs,state-finances,tourism,transportation"
"5432",0," says feingold the vote the tax in ","history,job-accomplishments,taxes"
"5433",2," washington now greater than and more duty than states tax than states a domestic than states ","elections"
"5434",0," says of against gov walker at because newly provisions state ","elections,transparency"
"5435",1," says the of machines 1000 is of we in country why have ","health-care"
"5436",2," says clinton the ","candidates-biography,history,homeland-security,immigration,voting-record"
"5437",3," says contains fish all other lakes ","environment,recreation,water"
"5438",1," there been cuts the in island ","economy,history,jobs,poverty,state-budget,state-finances,taxes,wealth"
"5439",5," on to from ","iraq"
"5440",3," says studies that only percent white citizens 25 of citizens ","civil-rights,elections,legal-issues"
"5441",2," is of cities the to 100 on ","energy"
"5442",1," says 50 of job in from ","jobs"
"5443",3," less 5 of in medical have or ","health-care,marijuana"
"5444",3," has to planned six ","abortion,congress,voting-record"
"5445",3," took the bridge had for with million funds her the funding that the forward ","county-government,elections,infrastructure"
"5446",3," 71 are poor and of are or ","infrastructure,state-budget,transportation"
"5447",2," hillary wants raise by a dollars ","taxes"
"5448",0," we seeing rate to that affect ability keep doctor and services ","medicare"
"5449",1," we a that no in media ","candidates-biography"
"5450",3," as student college los from to there folks outside of the in ","environment,history,public-health"
"5451",5," was first spoken this ","history,immigration"
"5452",3," by leading what owners in and is faster what on for first in years ","health-care,labor"
"5453",5," if is a that measles and in you get from person ","health-care,public-health"
"5454",2," st of in lawsuits the legal and the to the tax ","elections,florida-amendments,infrastructure"
"5455",2," americans support against but support ground is there support very ","polls,terrorism"
"5456",4," in we a human in in country its and percent them black ","crime"
"5457",2," while was took police to to party ","candidates-biography,city-budget,city-government,message-machine-2012"
"5458",0," says agreed cut rainy fund half billion current billion ","state-budget,state-finances"
"5459",5," says will a number senators ","history,women"
"5460",3," we the with balanced act ultimately four balanced ","federal-budget,history,job-accomplishments"
"5461",3," percent registered in new congressional from ","elections,redistricting"
"5462",2," says bill the would it felony leave for than and someone at with firearms ","civil-rights,crime,criminal-justice,guns"
"5463",3," the family in top percent less today they making generation ","economy,income,jobs,labor"
"5464",2," she the to health rate and rhode families million ","economy,health-care,job-accomplishments"
"5465",3," why january in this in is only in we not in ","federal-budget,florida"
"5466",1," the administration deportation to it that border was more immigrants the administration ","immigration"
"5467",4," republican mike is liberal voted nancy to sex programs and regulate of ","congress,guns,campaign-advertising,science,sexuality"
"5468",2," says congressional jones hillary a and leader effective of hillary effective jones ","campaign-advertising"
"5469",3," no in climate science ","candidates-biography,climate-change,environment"
"5470",1," i the us who against syria who georgias and to affordable act ","foreign-policy,health-care"
"5471",0," the of atlanta stadium new and million wages ","baseball,jobs,sports"
"5472",3," in women average cents every that earn doing same thats ","income"
"5473",2," it for average today make than while average makes than ","federal-budget"
"5474",2," has education in are districts gone school ","children,education,message-machine"
"5475",4," lynch new for general a of clintons team the corruption ","candidates-biography,criminal-justice"
"5476",5," rhode legislature the in country ","legal-issues,state-budget,states"
"5477",0," we voter is we it ","elections"
"5478",4," we at with people they this a against that people we no who are they from are tens thousands them our now ","immigration,terrorism"
"5479",3," in three before act lost jobs month the three weve jobs month ","stimulus"
"5480",5," in uninsured made 5 of ","congress,health-care"
"5481",5," the said you to in country undocumented we you we you well you ","immigration"
"5482",3," marriage the of poverty percent ","children,families,marriage,poverty"
"5483",0," of total budget less 10 of is to international ","military,terrorism"
"5484",2," says will per in costs portland high ","education,message-machine-2012"
"5485",5," it a crime have than open party ","Alcohol,animals,children,crime"
"5486",5," we more on than on ","campaign-finance,ethics"
"5487",5," senators have millions contributions the industry against bankruptcy to home ","bankruptcy,elections,housing"
"5488",2," her four in sen voted the nearly percent the ","congress,voting-record"
"5489",5," it to terrorism thing know does work on of is ","afghanistan,civil-rights,criminal-justice,ethics,foreign-policy,history,homeland-security,human-rights,iraq,legal-issues,military,public-safety,terrorism"
"5490",2," the consumer protection is financial financial of of without and it up 10 ","bankruptcy,financial-regulation,privacy"
"5491",2," the act responsible the of 2 americans would be and recovery is to or 15 jobs 2010 ","economy,stimulus"
"5492",1," at am only of faculty in to for salaries the five ","education"
"5493",3," says republican platform equal the wage for protections unions more ","immigration,poverty,social-security,unions,women,workers"
"5494",2," minnesota to on from and creation school scores work and of and ","economy,education,government-regulation,jobs,small-business,states,taxes"
"5495",0," says didnt that obama the behind attack benghazi obama for ","elections,foreign-policy"
"5496",5," the six the of million illegal ","health-care,immigration"
"5497",4," there more with and than with ","guns"
"5498",2," if expanded some it create jobs ","medicaid"
"5499",2," year for mortality among by to percent ","children,education,public-health,women"
"5500",0," the limit president to amounts ","debt,deficit,federal-budget"
"5501",3," oil from only used up and from ","environment"
"5502",1," every of just that ever in us had republican ","bipartisanship,candidates-biography,history,job-accomplishments"
"5503",3," the county count be by on ","elections"
"5504",4," says is largest tax in ","federal-budget,health-care,taxes"
"5505",4," wendy for us who a of socialists ","candidates-biography,corrections-and-updates"
"5506",2," on for core standards ","education"
"5507",0," the economic of barack the and reserve making prices while is on ","gas-prices"
"5508",1," says voted raise costs a by ","federal-budget,health-care,medicare"
"5509",1," says president the of has fouryear graduation to percent ","education"
"5510",4," im in or if broke i get replaced ","health-care"
"5511",5," texas may a who ","education"
"5512",5," marco made clear only he donald is man on say trust trump the codes ","candidates-biography"
"5513",4," the court ","civil-rights,legal-issues,terrorism"
"5514",0," says scott choice team the of report walkers in leading to election ","job-accomplishments"
"5515",5," romney to a from who been with crime a he ","crime"
"5516",5," the states was back we american for in revolution ","afghanistan,foreign-policy,history,homeland-security,human-rights,iraq,legal-issues,military,terrorism"
"5517",5," well know to in i against in its like a on ","energy"
"5518",1," among is in ","city-budget,city-government,health-care,public-health,women"
"5519",5," says called a ","abortion,medicare"
"5520",0," more believe than in ","polls"
"5521",1," the rate almost the for and who murder ","civil-rights,crime,criminal-justice"
"5522",0," my actually the class break per ","taxes"
"5523",2," rick has our by billion debt up billion ","debt"
"5524",1," new is only which new government ","state-budget"
"5525",3," the economic decade the income rates 90 ","economy,taxes"
"5526",1," obamacare require of to by same that of other ","health-care"
"5527",2," she clinton also that didnt ","transparency"
"5528",1," takes for in spending he governor ","job-accomplishments,state-budget"
"5529",5," says is in most class of representatives ","congress,diversity"
"5530",0," in a partnership has enacted have that people into ","gays-and-lesbians,marriage"
"5531",2," says trump illegal from and had pay million or in ","candidates-biography,immigration"
"5532",1," says sen was force business tax small the hood finance making taxes wrote budget will in billion and against ","education,guns,state-budget"
"5533",1," and know first and first in every he a of ","history"
"5534",0," on had stop from ","candidates-biography"
"5535",2," nobody it it under millions people been of country been ","immigration"
"5536",3," we a code groups political within tax under of to millions dollars political ","elections,taxes"
"5537",1," congressman is investigation ","campaign-finance,ethics"
"5538",5," in past alone businesses created jobs almost other in country ","economy,jobs"
"5539",5," gov of to ","education,state-budget"
"5540",0," us john of has support of ","health-care"
"5541",4," a shows percent obama for ","polls"
"5542",0," the companies now taxpayers and of my in ","economy,federal-budget,transportation"
"5543",1," were highest nation the ","taxes"
"5544",2," to statistics has becoming and safe the ","crime,criminal-justice,transportation"
"5545",3," to taxes for is that made people are or international ","taxes"
"5546",2," obama for in ","environment,gas-prices,message-machine-2012"
"5547",5," texas lost most in line duty any in ","crime,criminal-justice,history"
"5548",5," rick has in company is to illegal to and of country ","immigration"
"5549",3," says obamas oil would 24 a ","energy,gas-prices,taxes,transportation"
"5550",0," says obama russia syria ","foreign-policy,military"
"5551",2," the republican there be revenue of deal ","federal-budget,polls,pundits,taxes,abc-news-week"
"5552",5," says recall sandy voted cut by million ","education,state-budget,state-finances"
"5553",2," says as secretary the more jobs we today ","job-accomplishments,jobs"
"5554",3," says introduced ban ","candidates-biography,children,education,pop-culture"
"5555",3," sen tax would taxes households around million year almost which way than times of typical ","taxes"
"5556",5," more 72 of in africanamerican are of ","children,diversity,families,marriage,pundits,sexuality"
"5557",2," on casino and to ","gambling"
"5558",1," the is we 15000 immigrants in state ","education,immigration"
"5559",0," says clinton taken of from countries women women for women drive ","candidates-biography,foreign-policy"
"5560",2," says she get billion for care voted ","federal-budget,message-machine-2012,veterans,voting-record"
"5561",5," mitt exactly in least county ","elections"
"5562",3," russia china doing together ","china,foreign-policy,terrorism"
"5563",0," conservative protected taxpayers government as management budget by percent the years served the ","taxes,water"
"5564",2," under law deals by nations banks ","corporations,financial-regulation,government-regulation"
"5565",3," are ohio and cost thanks john tax ","food-safety,state-budget,taxes"
"5566",5," this the majority new are time ","economy,jobs,workers"
"5567",3," percent all are or ","children,health-care,public-health"
"5568",4," say started and to the ","health-care,history,public-health,science,water"
"5569",1," says plan cut without the ","federal-budget,taxes"
"5570",2," the senator arizona mccain he support dont dont because the ","economy,gays-and-lesbians,military"
"5571",5," we the minimum of countries ","debates,economy,income,jobs,labor,workers"
"5572",2," plan families dont solar to higher bills solar ","energy"
"5573",2," hillary said a face the this were by trump ","terrorism"
"5574",0," 7 referendum take choice justice the supreme away the ","elections,legal-issues,states,supreme-court"
"5575",3," for we have of own and even training the us ","foreign-policy,military"
"5576",0," says voted times corporate that jobs ","corporations,message-machine-2014,taxes,voting-record,wealth"
"5577",5," as president that to health that abortion that right be the of health reform if president ","abortion,health-care"
"5578",4," sean plan privatize security ","message-machine,social-security"
"5579",3," says tax too trillion millionaires and trillion corporations his ","taxes"
"5580",2," says walked on on affordable act ","health-care"
"5581",1," says would at cost the budget ","city-budget,county-budget"
"5582",2," says has harry the ","voting-record"
"5583",2," the deal promises president to american it not process ","foreign-policy,nuclear"
"5584",2," under house appropriations 6 seniors of ","corrections-and-updates,federal-budget,hunger"
"5585",3," the debt larger our annual ","debt,economy"
"5586",2," last handguns people japan in 34 in 58 21 in and in united ","crime,government-regulation,guns"
"5587",0," says obama in a that tell ultimately treatments going ","debates,medicare"
"5588",5," claims the who sotomayor make supreme justice ","candidates-biography,supreme-court"
"5589",3," says heard than as wisconsin court ","legal-issues"
"5590",3," in says obama more texans data health ","health-care,homeland-security,medicaid,privacy,taxes,welfare"
"5591",5," the unemployment is in country full above nationwide and than of states ","jobs"
"5592",1," the war has michigan 50000 ","energy,environment,government-regulation,jobs"
"5593",0," for plan economic and other hear spending above cost ","federal-budget"
"5594",1," there people in our year ","immigration"
"5595",1," six are to by that scott is the of criminal ","crime,job-accomplishments,campaign-advertising"
"5596",5," wisconsin called state our with of the dream mining ","environment,history,jobs"
"5597",5," says 86 of and percent hispanic are below levels ","diversity,education"
"5598",2," florida and lost of of in on trump but and away ","candidates-biography,housing"
"5599",3," unemployment the of is the average ","jobs"
"5600",5," on day the state in a truck up republican ","candidates-biography"
"5601",0," employers schools no to of room a ","education,government-regulation,human-rights,legal-issues,privacy,technology,unions,workers"
"5602",4," foreign is behind groups congressman republican ","campaign-finance,campaign-advertising"
"5603",0," says in delayed the of contract reduced number employees parks 100 fewer 40 ","city-budget,city-government,unions,workers"
"5604",5," says ranks in among states ","criminal-justice,pundits"
"5605",2," greg has with who sex ","corrections-and-updates,crime,ethics,sexuality"
"5606",4," the that that in had been the ","terrorism"
"5607",5," tax were higher the the and ","taxes"
"5608",3," says posted win the party wisconsin in us primary ","elections"
"5609",2," wisconsin by a to ","elections,job-accomplishments,legal-issues,supreme-court"
"5610",2," says carolina was only to against to the of who illegal ","congress,crime,criminal-justice,immigration,public-safety"
"5611",2," black kill black every months the did 86 ","crime,history"
"5612",2," us has voted favor a cut spending has for increases spending ","federal-budget"
"5613",5," john voted a holiday of martin ","civil-rights"
"5614",5," risk listed trump donald presidency of top facing ahead terrorism ","economy"
"5615",5," in the 1 of income in united made percent all which more the bottom percent ","economy,poverty,workers"
"5616",0," was by and to a criminal because found and it a to sure the was ","animals,criminal-justice,government-regulation"
"5617",2," says tommy says away medicare ","medicare,message-machine-2012"
"5618",5," more men women been on basis since dont dont policy implemented a of million of had in demand as and ","military"
"5619",0," in tom voted allow through month before baby born ","abortion,message-machine"
"5620",5," of bill that or only occurred the his was secretary state ","candidates-biography,foreign-policy"
"5621",4," barack took 23 people of years we 5 of ","economy,jobs"
"5622",0," says january w probably a percent even rating the gulf ","polls"
"5623",0," 14 americans in 50 14 theres ","poverty"
"5624",2," mitt and have in like on in in little a ","abortion,women"
"5625",5," our are in than were a years ","county-budget,taxes"
"5626",3," says in to or was into many districts ","congress,redistricting"
"5627",5," in other and dc voters the by before day ","elections,public-service"
"5628",1," to major event atlanta be mo to major ","weather"
"5629",0," says president calls ","candidates-biography"
"5630",3," a tax of transportation will georgias business adding costs large coming the ","taxes,tourism"
"5631",3," texas a incarceration than or ","crime,criminal-justice"
"5632",4," in there a conducted in of prices prices 30 a ","energy,gas-prices"
"5633",1," was to ","crime,human-rights,abc-news-week"
"5634",3," the lottery billion the fiscal ","lottery"
"5635",0," the administration of were of ","economy"
"5636",5," says trump of w ","foreign-policy,iraq"
"5637",3," says loan rates from percent 68 1 ","education"
"5638",0," in england island the highest of ","crime,public-safety"
"5639",1," my in had by government ","campaign-finance,elections"
"5640",2," in in states majority the said clinton ","candidates-biography,ethics,campaign-advertising,polls"
"5641",0," weve the health inflation because obamacare ","economy,health-care,medicaid,medicare"
"5642",1," not any trade overseas the decade jersey offices and in past months has 18 in ","economy"
"5643",2," president has billion debt day ","debt,economy,federal-budget,message-machine-2012"
"5644",5," says as chris promised school ","education"
"5645",3," eighty of us depend on to and the sold or online ","economy,government-regulation,transportation"
"5646",3," with solution still and the isis it have it guns and shows the states ","guns,islam,terrorism"
"5647",2," president obamas to healthcare the cost a policy up ","health-care,message-machine-2012"
"5648",5," says texas of to up ","economy,health-care"
"5649",1," says didnt a as groups but what him ","abortion,pundits"
"5650",4," mark as that of are this because everything ","elections"
"5651",3," a university study that generates 29 it more a of to a of ","agriculture,energy,environment,science"
"5652",3," half all have that health coverage ","health-care"
"5653",1," in a for congress gop no with ","bipartisanship,congressional-rules"
"5654",3," research shows sending to entire gdp ","education,foreign-policy,women"
"5655",2," the census billion 2010 is to up billion ","census,pundits"
"5656",1," the states the number deductions to for corporate tax ","corporations,taxes"
"5657",1," left employees without and them on with employer ","families,health-care"
"5658",0," says goal the care was get million but only 7 ","health-care"
"5659",5," georgia this 59 drive ","public-safety"
"5660",1," we have development for seven ","economy,government-efficiency,state-budget"
"5661",0," there not of muslim that have against discrimination of religious ","corrections-and-updates,gays-and-lesbians,human-rights,islam,religion,women"
"5662",5," says recall was paying property eight the nine ","taxes"
"5663",5," medicare a on to companies ","health-care"
"5664",3," says state have funding our and basic the of the is to away tax increased a billion ","state-budget,taxes"
"5665",2," if born youre to poor any in ","economy,poverty"
"5666",0," says sink higher taxes ","taxes"
"5667",3," i to a that cuts by billion ","state-budget"
"5668",0," says attacked ","military,campaign-advertising,patriotism"
"5669",0," the of have vote a to a in ","crime,immigration,voting-record"
"5670",3," theres that is ","gays-and-lesbians,science"
"5671",3," are for percent casualties iraq these reduce casualties twothirds ","iraq"
"5672",1," the majority the congress more in years the 100 before combined ","federal-budget,history"
"5673",3," says rick million funding would the cover cost rates the health law ","health-care"
"5674",4," josh claims have three with sherrod he he accepted debates ","elections,campaign-advertising"
"5675",2," says and are only that believe free ","economy,trade"
"5676",3," says never anyone the ","candidates-biography,congress"
"5677",1," the 29 no have death is the economic ","taxes"
"5678",3," the have cuts education cuts cancer and research and to ","education,federal-budget,health-care,science,abc-news-week"
"5679",4," as of education i the to most the cuts last ","education,state-budget,state-finances"
"5680",3," says sanders to his in soviet in ","history"
"5681",3," says corporate rate highest the at percent ","economy,federal-budget,jobs,taxes"
"5682",1," clinton to help americans fire the attack benghazi ","foreign-policy,military,terrorism"
"5683",5," us have a and everyone them in ","baseball,recreation,sports"
"5684",0," discretionary went percent the two ","federal-budget,stimulus"
"5685",4," the government they the ones ","immigration"
"5686",5," i in in i the in to our ","education"
"5687",0," says is trump ","congress,immigration"
"5688",3," if is implemented million will be health ","health-care"
"5689",0," in terms the general jason passed bills were into ","candidates-biography"
"5690",1," under barack income and numbers worse than ever ","economy"
"5691",2," the rate businesses texas nearly that the since obama taken ","small-business,women"
"5692",0," to people going be homes going ","federal-budget"
"5693",5," i not to to that 6 lawsuit ","redistricting"
"5694",3," we the state the that employees contribute pensions ","retirement,state-budget"
"5695",4," says whitehouse on floor in island with obamacare is white ","health-care"
"5696",1," year since took of house no jobs ","bipartisanship,jobs"
"5697",2," says georgia would up million work the five seven ","infrastructure,sports,taxes"
"5698",2," in only and which more than the ","education,food-safety,abc-news-week"
"5699",1," white political patrick once as man who up ","pundits"
